name,park,designer,construction,type,year_opened,g_force,height,inversions,length,speed,angle,train_mfg,drop,launch,max_passenger,duration_sec
Cobra,Six Flags Discovery Kingdom,Zierer,Steel,"Family, Tivoli",2e3,NA,26,NA,NA,18,NA,Zierer,25,NA,40,NA
Cobra's Curse,Busch Gardens Tampa,Mack Rides GmbH,Steel,Spinning Twister,2016,NA,70,NA,NA,40,NA,NA,NA,NA,8,NA
Coccinelle,Walibi Belgium,Stengel Engineering,Steel,Junior Oval,1999,NA,11,NA,198,16,NA,NA,NA,NA,10,NA
Cocoa Cruiser,Hersheypark,Zamperla,Steel,Family Single Helix,2014,NA,13,NA,279,16,NA,NA,NA,NA,12,NA
Colorado Adventure,Phantasialand,Vekoma,Steel,Mine Train,1996,NA,85,NA,NA,31,NA,NA,NA,NA,32,120
Colossos,Heide Park,"Intamin, Werner Stengel",Wood,Out and Back,2001,NA,170,NA,NA,68,61,NA,159,NA,30,120
Colossus,Thorpe Park,Intamin,Steel,Multielement,2002,NA,99,10,NA,45,NA,Intamin,NA,NA,NA,NA
Colossus,Six Flags Magic Mountain,International Amusement Devices,Wood,"Racing, Double Out and Back",1978,3.23,125,NA,NA,62,NA,Morgan Manufacturing,115,NA,24,180
Colossus The Fire Dragon,Lagoon,Anton Schwarzkopf,Steel,Looping,1983,NA,85,2,NA,55,NA,NA,81,NA,28,60
Comet,Hersheypark,"Herb Schmeck, PTC",Wood,Double Out and Back,1946,NA,82,NA,NA,50,NA,Philadelphia Toboggan Co.,78,NA,24,60
Comet,Waldameer Park,"Herb Schmeck, PTC",Wood,Junior Double Out and Back,1951,NA,40,NA,NA,25,NA,Philadelphia Toboggan Co.,25,NA,16,60
Comet,The Great Escape & Splashwater Kingdom,Herb Schmeck,Wood,Double Out and Back,1994,NA,95,NA,NA,50,NA,Philadelphia Toboggan Co.,87,NA,24,120
Cop Car Chase,Movie Park Germany,"Intamin, Stengel Engineering",Steel,Dual Track Looping,1996,NA,NA,2,NA,NA,NA,NA,NA,NA,8,60
Copperhead Strike,Carowinds,Mack Rides,Steel,Launched Multielement,2019,NA,82,5,NA,50,NA,NA,NA,LSM,16,120
Corkscrew,Nagashima Spa Land,Arrow Dynamics,Steel,Corkscrew,1979,NA,75,2,NA,45,NA,Arrow,63,NA,24,60
Corkscrew,Knott's Berry Farm,Arrow Development,Steel,Corkscrew,1975,NA,70,2,NA,46,NA,Arrow Development,62,NA,24,60
Corkscrew,Alton Towers,Vekoma,Steel,Corkscrew,1980,NA,75,2,NA,40,NA,NA,68,NA,24,60
Corkscrew,Flamingo Land Theme Park & Zoo,Vekoma,Steel,Corkscrew,1983,NA,75,2,NA,40,NA,Arrow Huss,68,NA,24,NA
Corkscrew,Playland,Vekoma,Steel,Corkscrew,1994,NA,75,2,NA,40,NA,Arrow-Huss,68,NA,24,NA
Corkscrew,Valleyfair,Arrow Dynamics,Steel,Looping Corkscrew,1980,NA,85,3,NA,50,NA,Arrow Dynamics,78,NA,24,60
Corkscrew,Sea World Australia,Arrow Dynamics,Steel,Loop Corkscrew,1982,NA,92,3,NA,44,NA,KumBak,NA,NA,28,60
Corkscrew,Cedar Point,Arrow Dynamics,Steel,Loop Corkscrew,1976,NA,85,3,NA,48,NA,Arrow Dynamics,65,NA,24,120
Corkscrew,DelGrosso's Amusement Park,Arrow Dynamics,Steel,Loop Corkscrew,NA,NA,70,3,NA,45,NA,Arrow Dynamics,65,NA,28,60
Corkscrew,Michigan's Adventure,Arrow Dynamics,Steel,Corkscrew,1979,NA,70,2,NA,45,NA,NA,65,NA,24,NA
Cornball Express,Indiana Beach,"Custom Coasters, Inc.",Wood,Family Freeform,2001,NA,58,NA,NA,46,NA,Philadelphia Toboggan Co.,78,NA,24,NA
Corona Cobra Coaster,Fantasy Forest,"Miler Coaster, Inc.",Steel,Junior Single Helix,2013,NA,11.5,NA,300,10,NA,NA,10,NA,10,NA
Cosmic Coaster,Valleyfair,Zamperla,Steel,Family Powered,2011,NA,NA,NA,213,NA,NA,NA,NA,NA,16,NA
Cosmic Coaster,Worlds of Fun,Italrides Ltd.,Steel,Junior Oval,1993,NA,12,NA,444,15,NA,NA,NA,NA,24,60
Cosmic Typhoon,Milky Way Adventure Park,DPV Rides,Steel,Zyklon,2007,NA,35,NA,NA,NA,NA,Interpark,NA,NA,4,NA
Crazy Dane Coaster,Scandia Family Fun Center,E&F Miler Industries,Steel,Wild Mouse,2015,NA,35,NA,NA,NA,NA,NA,25,NA,NA,NA
Crazy Elves,Happy Valley,Zamperla,Steel,Spinning Wild Mouse,2009,2.5,43,NA,NA,29,NA,NA,NA,NA,4,120
Crazy Mine,Hansa-Park,Maurer Söhne,Steel,Wild Mouse,1997,NA,49,NA,NA,28,46,NA,NA,NA,4,60
Crazy Mouse,Fantasy Island,Zamperla,Steel,Spinning Wild Mouse,2005,2.5,43,NA,NA,29,NA,NA,NA,NA,NA,120
Crazy Mouse,Brighton Pier,Reverchon,Steel,Spinning Wild Mouse,2e3,2.5,43,NA,NA,29,NA,NA,NA,NA,4,60
Crazy Mouse,Dinosaur Beach,Reverchon,Steel,Wild Mouse,1997,NA,49,NA,NA,20,NA,NA,NA,NA,NA,NA
Crazy Mouse,Steel Pier,Reverchon,Steel,Spinning Wild Mouse,1997,2.5,43,NA,NA,29,NA,NA,30,NA,4,60
Crazy Mouse,Gulliver's Land,L&T Systems,Steel,Junior Enclosed,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
Crazy Mouse,Playland,Zamperla,Steel,Wild Mouse,2003,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crazy Mouse,Wild West World,Reverchon,Steel,Spinning Wild Mouse,2007,2.5,43,NA,NA,29,NA,NA,NA,NA,NA,60
Crazy Mouse,OWA,Zamperla,Steel,Wild Mouse,2017,NA,36,NA,NA,29,NA,NA,NA,NA,4,NA
Crazy Mouse,Motor World Virginia Beach,Reverchon,Steel,Wild Mouse,2e3,NA,49,NA,NA,NA,NA,Reverchon,30,NA,4,NA
Crazy Mouse,Myrtle Beach Grand Prix,Reverchon,Steel,Spinning Wild Mouse,1999,NA,49,NA,NA,20,NA,NA,30,NA,4,120
Crazy Mouse,Hirakata Park,Reverchon,Steel,Spinning Wild Mouse,1998,2.5,43,NA,NA,29,NA,NA,NA,NA,4,60
Crazy Mouse,Coney Beach Pleasure Park,Reverchon,Steel,Spinning Wild Mouse,2016,2.5,43,NA,1378,29,NA,NA,NA,NA,NA,60
Crazy Mouse,Brean Leisure Park,Reverchon,Steel,Spinning Wild Mouse,2006,2.5,43,NA,NA,29,NA,NA,NA,NA,NA,60
Crazy Mouse,DelGrosso's Amusement Park,Zamperla,Steel,Spinning Wild Mouse,2004,2.5,43,NA,NA,29,NA,NA,NA,NA,NA,60
Crazy Worm,Old MacDonald's Farm,Pinfari,Steel,Junior Figure-8,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA
Crocodile Coaster,Oakwood Theme Park,,Steel,Junior Powered,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
Crossbow,Bowcraft Amusement Park,Zierer,Steel,Twister,2006,NA,55,NA,NA,40,NA,NA,43,NA,16,NA
Crush's Coaster,Walt Disney Studios Park,Maurer Söhne,Steel,"Spinning Twister, Indoor",2007,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,120
Crystal Wings,Happy Valley,Bolliger & Mabillard,Steel,Flying,2006,NA,106,2,NA,51,NA,NA,100,NA,NA,NA
Cyclone,Sandspit Cavendish Beach,Anton Schwarzkopf,Steel,Wildcat,1996,NA,45,NA,NA,NA,NA,NA,40,NA,4,NA
Cyclone,Pleasureland Southport,Charles Paige,Wood,Triple Out and Back,1937,NA,60,NA,NA,42,NA,NA,NA,NA,18,60
Cyclone,Six Flags New England,William Cobb,Wood,Twister,1983,NA,107,NA,NA,45,54,Philadelphia Toboggan Co.,75,NA,24,NA
Cyclone,Wonderland Park,"Miler Coaster, Inc.",Steel,Wild Mouse,1964,NA,35,NA,907,17,NA,"Miler Coaster, Inc.",15,NA,NA,60
Cyclone,Dreamworld,Arrow Dynamics,Steel,Looping,1995,NA,131,2,NA,52,NA,NA,NA,NA,24,NA
Cyclone,Luna Park,"Vernon Keenan, Harry C. Baker",Wood,Twister,1927,NA,85,NA,NA,60,58.6,NA,85,NA,24,60
Cyclone,Lakeside Amusement Park,Edward Vettel Sr.,Wood,Double Out and Back,1940,NA,90,NA,NA,55,50,Edward Vettel Sr.,89,NA,20,60
Cyclops,Mt. Olympus Water & Theme Park,"Custom Coasters, Inc.",Wood,Terrain,1995,NA,85,NA,NA,58,NA,Philadelphia Toboggan Co.,76,NA,20,60
Dæmonen,Tivoli Gardens,Bolliger & Mabillard,Steel,Floorless Multielement,2004,4,92,3,NA,48,NA,NA,66,NA,24,60
Déjà Vu,Six Flags Magic Mountain,Vekoma,Steel,Multielement Inverted Shuttle,2001,4.5,196,6,NA,65,90,NA,177,NA,32,60
Déjà Vu,Six Flags Over Georgia,Vekoma,Steel,Multielement Inverted Shuttle,2001,4.5,191,6,NA,65,90,NA,177,NA,32,60
Déjà Vu,Six Flags Great America,Vekoma,Steel,Multielement Inverted Shuttle,2001,4.5,196,6,NA,65,90,Vekoma,196,NA,32,NA
Dahlonega Mine Train,Six Flags Over Georgia,Arrow Dynamics,Steel,Mine Train,1967,NA,37,NA,NA,29,45,Arrow Dynamics,47,NA,30,120
Daidarasaurus,Expoland,"Sansei Yusoki Co., Ltd.",Steel,Dual Track,1970,NA,93.5,NA,NA,45,NA,NA,NA,NA,20,360
Dania Beach Hurricane,Boomers! Dania Beach,"Coaster Works, Inc.",Wood,Double Out and Back,2e3,NA,100,NA,NA,60,NA,Philadelphia Toboggan Co.,95,NA,30,60
Dare Devil,Boomers! Upland,"Miler Coaster, Inc.",Steel,"Junior, Oval",1993,NA,12,NA,300,8,NA,NA,10,NA,10,NA
Dare Devil Dive,Six Flags Over Georgia,Gerstlauer,Steel,Euro-Fighter,2011,NA,95,3,NA,52,97,NA,NA,NA,NA,NA
DC Rivals HyperCoaster,Warner Bros. Movie World,Mack Rides GmbH,Steel,Hypercoaster,2017,NA,202,NA,4593,72,NA,NA,NA,NA,24,NA
De Vilde Mus,Bakken,Mack GmbH,Steel,Wild Mouse,2012,NA,46,NA,NA,28,NA,NA,NA,NA,4,NA
Demon,California's Great America,Arrow Dynamics,Steel,Looping Corkscrew,1976,NA,102,4,NA,50,54,Arrow Dynamics,90,NA,24,60
Demon,Six Flags Great America,Arrow Dynamics,Steel,Looping Corkscrew,1976,NA,95,4,NA,45,54,Arrow,82,NA,24,60
Der Zug Des Manitu,Wiener Prater,CAM,Steel,"Junior Figure 8, Indoor",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
Desert Race,Heide Park,Intamin AG,Steel,Launched,2007,NA,62,NA,NA,62,NA,NA,NA,Hydraulic,20,2940
Desert Storm,Castles N' Coasters,Hopkins,Steel,Looping,1991,NA,90,2,NA,50,NA,NA,85,NA,28,NA
Desperado,Buffalo Bill's Hotel and Casino,Arrow Dynamics,Steel,Hypercoaster,1994,4,209,NA,NA,80,60,NA,225,NA,30,120
Diamond Mine Run,Magic Springs & Crystal Falls,"Miler Coaster, Inc.",Steel,"Junior, Oval",2e3,NA,16,NA,416,10,NA,Miler,15,NA,12,NA
Diamondback,Kings Island,Bolliger & Mabillard,Steel,Hypercoaster,2009,NA,230,NA,NA,80,74,NA,215,NA,32,180
Diamondback,Frontier City,Arrow Dynamics,Steel,Shuttle Loop,1993,4,56,2,635,45,NA,Arrow,47,Catapult,24,60
Die Schlange Von Midgard,Hansa-Park,Gerstlauer,Steel,Family Coaster,2011,NA,33,NA,656,28,NA,NA,NA,NA,12,NA
Dinosaur Canyon,Deadwood,Schiff,Stee,Junior Oval,2008,NA,8,NA,NA,NA,NA,NA,NA,NA,10,NA
Dipsy Doodle,Joyland Amusement Park,"Miler Coaster, Inc.",Steel,"Junior, Oval",1957,NA,10,NA,170,NA,NA,NA,7,NA,10,NA
Disaster Transport,Cedar Point,Intamin AG,Steel,Indoor Bobsled,1985,NA,63,NA,NA,40,NA,Intamin AG,NA,NA,10,120
Dive to Atlantis,Mt. Olympus Water & Theme Park,"Miler Coaster, Inc.",Steel,Water Coaster,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Divertical,Mirabilandia,Intamin AG,Steel,Water Coaster,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diving Coaster,Happy Valley,Bolliger & Mabillard,Steel,"Dive Coaster, Multielement",2009,NA,213,1,NA,NA,NA,NA,NA,NA,30,NA
Diving Machine G5,Janfusun Fancyworld,Bolliger & Mabillard,Steel,Diving Machine,2e3,5,NA,NA,NA,68,87.5,NA,180,NA,16,NA
Dizzy Mouse,Wiener Prater,Reverchon,Steel,Spinning Wild Mouse,1998,2.5,43,NA,NA,29,NA,NA,NA,NA,NA,60
Dodonpa,Fuji-Q Highland,S&S Power,Steel,Thurst Air,2001,4.3,171,NA,3901,106.8,90,NA,NA,Compressed Air,8,3300
Dominator,Kings Dominion,Bolliger & Mabillard,Steel,"Floorless, Multielement",2008,3.8,161,5,NA,65,57,NA,148,NA,32,NA
Dominator,Geauga Lake's Wildwater Kingdom,Bolliger & Mabillard,Steel,"Floorless, Multielement",2e3,3.8,161,5,NA,65,57,NA,148,NA,32,NA
Doo Wopper,Morey's Adventure Pier,Zamperla,Steel,Wild Mouse,1998,NA,38,NA,885,25,NA,Zamperla,15,NA,4,NA
Doo Wopper,Morey's Surfside Pier,Zamperla,Steel,Wild Mouse,2005,NA,38,NA,885,25,NA,NA,15,NA,4,NA
Double Loop,Geauga Lake's Wildwater Kingdom,Arrow Dynamics,Steel,Looping,1977,NA,95,2,NA,36,45,Arrow Dynamics,90,NA,24,60
Dragon,Sonoma TrainTown Railroad,Wisdom Rides,Steel,Junior,2002,NA,15,NA,NA,NA,NA,NA,NA,NA,14,NA
Dragon,LEGOLAND Windsor,WGH Transportation,Steel,Family,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA
Dragon,La Ronde,Intamin,Steel,"Family, Indoor",1993,NA,36,NA,948,NA,NA,Intamin,30,NA,12,NA
Dragon,Playland,"Fred Church, Frank Darling",Wood,Freeform,1929,NA,75,NA,NA,45,NA,Morgan Manufacturing,60,NA,28,120
Dragon,Midway Park,Zamperla,Steel,Junior Oval,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA
Dragon,Ocean Beach Park,,Steel,Junior Oval,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
Dragon,Riverfront Park,Zamperla,Steel,Junior Oval,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA
Dragon,Adventureland,Hopkins,Steel,Looping,1991,NA,90,2,NA,NA,NA,Hopkins,85,NA,24,60
Dragon,LEGOLAND California,Vekoma,Steel,Custom Junior,1999,NA,37,NA,NA,28,NA,NA,NA,NA,18,NA
Dragon,Bowcraft Amusement Park,Wisdom Rides,Steel,Junior,NA,NA,9,NA,NA,NA,NA,Wisdom,5,NA,14,2700
Dragon,Ocean Park,Arrow Dynamics,Steel,Looping,1984,NA,67,3,NA,48,NA,NA,NA,NA,28,120
Dragon,Lakeside Amusement Park,Zamperla,Steel,Powered Family,1989,NA,NA,NA,280,NA,NA,NA,NA,NA,20,NA
Dragon,LEGOLAND Florida,Vekoma,Steel,Junior Twister,2004,NA,38,NA,NA,29,NA,NA,30,NA,20,60
Dragon,Nasu Highland Park,Zamperla,Steel,Junior,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dragon,Blackbeard's Cave,Wisdom Rides,Steel,Junior,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA
Dragon,Uncle Bernie's Amusement Park,Zamperla,Steel,Junior,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA
Dragon,Fantasy Island,Zamperla,Steel,Junior,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA
Dragon,Peter Piper Pizza,"Miler Coaster, Inc.",Steel,Junior Oval,2002,NA,8,NA,NA,NA,NA,NA,6,NA,10,NA
Dragon,Hollywood Connection,Zamperla,Steel,"Family, Powered",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA
Dragon,TusenFryd,Zamperla,Steel,Junior Powered,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA
Dragon,Flamingo Land Theme Park & Zoo,Cavazza Diego,Steel,Junior Dragon,1998,NA,15,NA,NA,NA,NA,NA,NA,NA,20,NA
Dragon Challenge (Fireball),Universal's Islands of Adventure,Bolliger & Mabillard,Steel,Dueling Inverted Multielement,1999,NA,125,5,NA,60,NA,NA,115,NA,32,120
Dragon Challenge (Horntail),Universal's Islands of Adventure,Bolliger & Mabillard,Steel,Dueling Inverted Multielement,1999,NA,125,5,NA,55,NA,NA,95,NA,32,120
Dragon Coaster,Santa's Village Azoosment Park,Wisdom Rides,Steel,Junior Oval,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA
Dragon Coaster,Haunted Trails,Wisdom Rides,Steel,Junior Powered,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dragon Coaster,All Star Adventures,Wisdom Rides,Steel,Junior,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA
Dragon Coaster,Canobie Lake Park,Zamperla,Steel,Junior Powered,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA
Dragon Coaster,Everland,Zamperla,Steel,Junior Powered,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,60
Dragon Fire,Canada's Wonderland,Arrow/Huss,Steel,Multielement,1981,NA,87,4,NA,50,NA,Arrow Dynamics,65,NA,28,120
Dragon Khan,PortAventura,Bolliger & Mabillard,Steel,Multielement Looping,1995,NA,148,8,NA,65,NA,Bolliger & Mabillard,161,NA,28,NA
Dragon Mountain,Marineland,"Arrow Dynamics, Huss",Steel,Multielement,1983,NA,186,4,NA,50,NA,Arrow,80,NA,28,180
Dragon Roller Coaster,Las Vegas Mini Gran Prix,Wisdom Rides,Steel,Junior,2e3,NA,9,NA,NA,8,NA,Wisdom Rides,NA,NA,14,2700
Dragon Wagon,McCorrough's Kiddie Park,Wisdom Rides,Steel,"Junior, Oval",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA
Dragon Wagon,Adventureland,Wisdom Industries,Steel,Junior,1996,NA,8,NA,135,NA,NA,NA,5,NA,21,NA
Dragon Wagon,Old Town,Wisdom,Steel,Junior Oval,1998,NA,8,NA,135,8,NA,Wisdom,5,NA,12,NA
Dragon Wagon,Libertyland,Wisdom Rides,Steel,Junior Oval,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA
Dragon Wagon,Indiana Beach,Wisdom Rides,Steel,Junior Oval,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dragon Wagon,Galaxyland,Wisdom,Steel,Junior Oval,1992,NA,11,NA,135,7,NA,Wisdom,5,NA,18,NA
Dragon Wagon,Sandy Lake Amusement Park,Wisdom Rides,Steel,Junior,NA,NA,8,NA,140,NA,NA,NA,NA,NA,18,NA
Dragon Wagon,Kidstar Park,Wisdom Rides,Steel,Junior Oval,2003,NA,10,NA,NA,NA,NA,NA,5,NA,14,NA
Dragon Wagon,Grady's Family Fun Park,Wisdom Rides,Steel,Junior Powered,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
Dragon Wagon,Funtown Amusement Pier,Wisdom Industries,Steel,"Junior, Oval",2002,NA,5,NA,NA,NA,NA,Wisdom,NA,NA,16,NA
Dragon Wagon,Cobra Adventure Park,Wisdom Rides,Steel,Junior Oval,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA
Dragon Wagon,Enchanted Island,Wisdom Rides,Steel,"Junior, Powered",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA
Dragon's Apprentice,LEGOLAND Windsor,WGH Transportation,Steel,Family,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA
Dragon's Fury,Chessington World of Adventures,Maurer Shöne,Steel,Spinning Twister,2004,NA,59,NA,NA,NA,NA,NA,NA,NA,4,NA
Dream Catcher,Bobbejaanland,Vekoma,Steel,Suspended,1987,NA,82,NA,NA,NA,NA,NA,NA,NA,24,120
Dwervelwind,Toverland,Mack Rides GmbH,Steel,Spinning Twister,2012,NA,66,NA,NA,44,NA,NA,NA,NA,16,60
Eagle Fortress,Everland,Arrow,Steel,Suspended,1992,NA,NA,NA,NA,40,NA,NA,NA,NA,28,60
Eagles – Life in the Fast Lane,Hard Rock Park,Vekoma,Steel,Mine Train,2008,2,46,NA,NA,31,NA,Vekoma,NA,NA,24,120
Ednör – L'attaque,La Ronde,Vekoma,Steel,Suspended Looping,2010,NA,105,5,NA,50,NA,NA,86,NA,20,NA
Eejanaika,Fuji-Q Highland,S&S Arrow,Steel,"4th Dimension, Double Out and Back",2006,NA,249,2,NA,78,88.5,NA,NA,NA,20,120
El Bandito,Western Playland,Pinfari,Steel,Zyklon,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
El Condor,Walibi Holland,Vekoma,Steel,Suspended Looping,1994,NA,102,5,NA,50,NA,NA,NA,NA,16,120
El Diablo,PortAventura,Arrow Dynamics,Steel,Mine Train,1995,NA,54,NA,NA,NA,NA,Arrow,NA,NA,NA,NA
El Loco,Adventuredome,S&S Power,Steel,Indoor Multielement,2014,NA,70,2,NA,NA,120,NA,NA,NA,NA,60
El Toro,Six Flags Great Adventure,Intamin,Wood,Out and Back,2006,NA,181,NA,NA,70,76,Intamin,176,NA,36,60
Electric Eel,SeaWorld San Diego,Premier Rides,Steel,Launched Looping,2018,NA,150,1,863,62,NA,NA,NA,LSM,18,NA
Elf,Hirakata Park,Intamin,Wood,Triple Out and Back,2001,NA,61,NA,NA,36,NA,NA,NA,NA,20,60
Emerald Coaster,Sam's Fun City,Pinfari,Steel,Zyklon,2018,NA,33,NA,NA,NA,NA,NA,NA,NA,4,60
Enchanted Airways,Universal Studios Singapore,Vekoma,Steel,Junior,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
Endicott Emerald Mine,Wild Zone Adventures,Zierer,Steel,Indoor Junior Oval,1997,NA,11,NA,197,16,NA,Zierer,NA,NA,10,NA
Escape from Madagascar,Dreamworld,Vekoma,Steel,Family Inverted,2002,2.2,49,NA,NA,26,NA,NA,NA,NA,20,60
Euro Mir,Europa Park,Mack,Steel,Spinning,1997,4,92,NA,NA,50,NA,Mack,NA,NA,16,240
Eurosat,Europa Park,"Mack, Werner Stengel",Steel,Indoor Twister,1989,4,84,NA,NA,37,NA,Mack,NA,NA,16,180
Excalibur,Valleyfair,Arrow Dynamics,Steel,Custom Freeform,1989,NA,105,NA,NA,54,60,Arrow Dynamics,100,NA,30,NA
Excalibur,Funtown Splashtown USA,"Custom Coasters, Inc.",Wood,Freeform,1998,NA,100,NA,NA,55,NA,Philadelphia Toboggan Co.,88,NA,24,120
Expedition Everest,Disney's Animal Kingdom,Vekoma,Steel,Freeform Mine Train,2006,NA,112,NA,NA,50,NA,NA,80,NA,34,120
Expedition GeForce,Holiday Park,Intamin,Steel,Hypercoaster,2001,4.5,174,NA,NA,75,82,NA,NA,NA,28,60
Explorer,Mirabilandia,Mack,Steel,Powered,1992,NA,NA,NA,820,22,NA,NA,NA,NA,32,60
Exterminator,Kennywood,Reverchon,Steel,Spinning Wild Mouse,1999,2.5,48,NA,NA,29,NA,NA,30,NA,4,60
Extreme Rusher,Happy Valley,S&S Worldwide,Steel,Launched Freeform,2011,NA,171,NA,NA,83,NA,NA,197,Compressed Air,24,NA
F&emacr;nix,Toverland,Bolliger & Mabillard,Steel,Wing Coaster,2018,NA,131,3,NA,59,NA,NA,NA,NA,24,60
F2 Fright Flight,Nasu Highland Park,Vekoma,Steel,Suspended Looping,1995,NA,109,5,NA,50,NA,NA,NA,NA,20,60
Fahrenheit,Hersheypark,Intamin AG,Steel,Vertical Lift Multielement,2008,NA,121,6,NA,58,97,NA,NA,NA,12,60
Fairly Odd Coaster,Nickelodeon Universe,Gerstlauer,Steel,Spinning Twister,2004,NA,54,NA,NA,31,50,NA,NA,NA,4,60
Falken,Fårup Sommerland,S&S Power,Wood,Out and Back,2004,3.3,66,NA,NA,47,NA,Gerstlauer,NA,NA,30,60
Family Adventure,Mirabilandia,Vekoma,Steel,Junior,2001,NA,43,NA,NA,28,NA,NA,NA,NA,20,60
Family Coaster,Expoland,Zamperla,Steel,Junior,2003,NA,10,NA,280,42,NA,NA,NA,NA,12,NA
Family Flyer,Playland,Zamperla,Steel,Junior,2001,NA,13,NA,263,8,NA,NA,NA,NA,12,1800
Family Roller Coaster,Happy Valley,Bolliger & Mabillard,Steel,Inverted Family,2018,NA,66,NA,NA,31,NA,NA,NA,NA,20,NA
Family Star,Great Yarmouth Pleasure Beach,Fabbri,Steel,Spinning Wild Mouse,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fantastic Coaster Rowdy,Hirakata Park,Meisho Amusement Machines,Steel,Family,1982,NA,40,NA,NA,NA,NA,NA,NA,NA,12,NA
Fiesta Express,Cypress Gardens,Zamperla,Steel,Junior Wild Mouse,2004,NA,8,NA,262,NA,NA,NA,NA,NA,14,120
Fiesta Express,Gillian's Funland,Zamperla,Steel,Junior Wild Mouse,2009,NA,8,NA,262,NA,NA,NA,NA,NA,14,120
Fiesta Express,Austin's Park n' Pizza,Zamperla,Steel,Junior Wild Mouse,2013,NA,8,NA,262,NA,NA,NA,NA,NA,14,120
Fiesta Express,Wild Adventures,Zamperla,Steel,Junior Mini Mouse,2003,NA,8,NA,262,NA,NA,Zamperla,NA,NA,16,2700
Fiorano GT Challenge,Ferrari World,Maurer Söhne,Steel,"Dueling, Dual-Track",2010,2,NA,NA,NA,59,NA,NA,NA,NA,12,NA
Fire In The Hole,Silver Dollar City,Herschend Family Entertainment,Steel,"Powered, Indoor",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA
Fireball,Happy Valley,"Gravity Group, LLC",Wood,Double Out and Back,2009,NA,108,NA,NA,56,NA,Philadelphia Toboggan Company,103,NA,24,NA
FireChaser Express,Dollywood,Gerstlauer,Steel,"Launched, Family",2014,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,120
Firehawk,Kings Island,Vekoma,Steel,Flying Dutchman,2007,4.3,115,5,NA,51,NA,NA,110,NA,24,120
Flagermusen,Fårup Sommerland,Reverchon ,Steel,Spinning Wild Mouse,2001,2.5,43,NA,NA,29,NA,NA,NA,NA,NA,60
Flashback,Six Flags New England,Vekoma International,Steel,Boomerang Multielement Shuttle,2e3,NA,116,6,935,47,NA,Vekoma,NA,NA,28,60
Flashback,Six Flags Magic Mountain,Intamin AG,Steel,Space Diver,1992,NA,86,NA,NA,35,NA,Giovanola,NA,NA,20,120
Flashback,Six Flags Over Texas,Vekoma International,Steel,"Boomerang, Multielement Shuttle",1989,NA,125,6,875,50,NA,Arrow Dynamics,125,NA,28,NA
Flight Deck,California's Great America,Bolliger & Mabillard,Steel,Inverted Multielement,1993,NA,102,3,NA,50,NA,NA,91,NA,28,120
Flight Deck,Canada's Wonderland,Vekoma,Steel,Suspended Looping,1995,NA,105,5,NA,50,NA,Vekoma,86,NA,20,60
Flight of Fear,Kings Island,Premier Rides,Steel,Launched Multielement,1996,4.5,74,4,NA,54,NA,NA,NA,LIM,20,60
Flight of Fear,Kings Dominion,Premier Rides,Steel,Indoor Launched Multielement,1996,4.5,78,4,NA,54,NA,NA,NA,LIM,20,120
